card_namber,polnoe_naimenovanie,socrshenoe_naimenovanie,naimenovanie_ur_litca_ip,region,inn,ogrn_ogrnip,adres,telephon,email,dlina_gornolygnoi_trassy,tehnicheskie_haracteristiki,categoriya_trassy,spectialist_po_classificatci,nomer_resheniya_o_prisvoenii_categorii,data_resheniya_o_prisvoenii_categorii,registratcionnyi_nomer_svidetelstva,data_vydachi_svidetelstva,srok_deistviya,acreditovanaya_organizatciya
440000381,"Трасса № 16 «Ски-кросс, сноуборд-кросс» Горнолыжного курорта «Красное Озеро»","Трасса № 16 «Ски-кросс, сноуборд-кросс»",Закрытое акционерное общество «ТВЭЛ-Курорт»,Ленинградская область,4712016015,1024701648542,"188753, Ленинградская область, Приозерский район, дер. Васильево, горнолыжный курорт «Красное озеро», здание АБК, лит. А",+7(812)441-29-42,admin@krasnoeozero.ru,600 м,"ширина 30 м, перепад высот 90 м",красная,,447/11,29.12.2020,440000381,29.12.2020,28.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000380,Трасса № 14 «Карвинг» Горнолыжного курорта «Красное Озеро»,Трасса № 14 «Карвинг»,Закрытое акционерное общество «ТВЭЛ-Курорт»,Ленинградская область,4712016015,1024701648542,"188753, Ленинградская область, Приозерский район, дер. Васильево, горнолыжный курорт «Красное озеро», здание АБК, лит. А",+7(812)441-29-42,admin@krasnoeozero.ru,500 м,"ширина от 30 до 40 м, перепад высот 90 м",красная,,447/10,29.12.2020,440000380,29.12.2020,28.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000379,Трасса № 13 «Спортивная» Горнолыжного курорта «Красное Озеро»,Трасса № 13 «Спортивная»,Закрытое акционерное общество «ТВЭЛ-Курорт»,Ленинградская область,4712016015,1024701648542,"188753, Ленинградская область, Приозерский район, дер. Васильево, горнолыжный курорт «Красное озеро», здание АБК, лит. А",+7(812)441-29-42,admin@krasnoeozero.ru,500 м,"ширина от 20 до 30 м, перепад высот 90 м",красная,,447/9,29.12.2020,440000379,29.12.2020,28.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000378,Трасса № 12 «Лесная» Горнолыжного курорта «Красное Озеро»,Трасса № 12 «Лесная»,Закрытое акционерное общество «ТВЭЛ-Курорт»,Ленинградская область,4712016015,1024701648542,"188753, Ленинградская область, Приозерский район, дер. Васильево, горнолыжный курорт «Красное озеро», здание АБК, лит. А",+7(812)441-29-42,admin@krasnoeozero.ru,500 м,"ширина от 30 до 40 м, перепад высот 90 м",красная,,447/8,29.12.2020,440000378,29.12.2020,28.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000377,Трасса № 11 «Новый кулуар» Горнолыжного курорта «Красное Озеро»,Трасса № 11 «Новый кулуар»,Закрытое акционерное общество «ТВЭЛ-Курорт»,Ленинградская область,4712016015,1024701648542,"188753, Ленинградская область, Приозерский район, дер. Васильево, горнолыжный курорт «Красное озеро», здание АБК, лит. А",+7(812)441-29-42,admin@krasnoeozero.ru,700 м,"ширина от 20 до 30 м, перепад высот 90 м",красная,,447/7,29.12.2020,440000377,29.12.2020,28.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000376,Трасса № 10 «Детская» Горнолыжного курорта «Красное Озеро»,Трасса № 10 «Детская»,Закрытое акционерное общество «ТВЭЛ-Курорт»,Ленинградская область,4712016015,1024701648542,"188753, Ленинградская область, Приозерский район, дер. Васильево, горнолыжный курорт «Красное озеро», здание АБК, лит. А",+7(812)441-29-42,admin@krasnoeozero.ru,100 м,"ширина 15 м, перепад высот 5 м",зеленая,,447/6,29.12.2020,440000376,29.12.2020,28.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000375,Трасса № 8 «Слалом» Горнолыжного курорта «Красное Озеро»,Трасса № 8 «Слалом»,Закрытое акционерное общество «ТВЭЛ-Курорт»,Ленинградская область,4712016015,1024701648542,"188753, Ленинградская область, Приозерский район, дер. Васильево, горнолыжный курорт «Красное озеро», здание АБК, лит. А",+7(812)441-29-42,admin@krasnoeozero.ru,350 м,"ширина от 30 до 40 м, перепад высот 80 м",черная,,447/5,29.12.2020,440000375,29.12.2020,28.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000374,Трасса № 6 «Слалом» Горнолыжного курорта «Красное Озеро»,Трасса № 6 «Слалом»,Закрытое акционерное общество «ТВЭЛ-Курорт»,Ленинградская область,4712016015,1024701648542,"188753, Ленинградская область, Приозерский район, дер. Васильево, горнолыжный курорт «Красное озеро», здание АБК, лит. А",+7(812)441-29-42,admin@krasnoeozero.ru,350 м,"ширина от 30 до 40 м, перепад высот 80 м",черная,,447/4,29.12.2020,440000374,29.12.2020,28.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000373,Трасса № 5 «Слаломная тренировочная» Горнолыжного курорта «Красное Озеро»,Трасса № 5 «Слаломная тренировочная»,Закрытое акционерное общество «ТВЭЛ-Курорт»,Ленинградская область,4712016015,1024701648542,"188753, Ленинградская область, Приозерский район, дер. Васильево, горнолыжный курорт «Красное озеро», здание АБК, лит. А",+7(812)441-29-42,admin@krasnoeozero.ru,250 м,"ширина 60 м, перепад высот 65",черная,,447/3,29.12.2020,440000373,29.12.2020,28.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000372,Трасса № 4 «Основной склон» Горнолыжного курорта «Красное Озеро»,Трасса № 4 «Основной склон»,Закрытое акционерное общество «ТВЭЛ-Курорт»,Ленинградская область,4712016015,1024701648542,"188753, Ленинградская область, Приозерский район, дер. Васильево, горнолыжный курорт «Красное озеро», здание АБК, лит. А",+7(812)441-29-42,admin@krasnoeozero.ru,850 м,"ширина от 50 до 80 м, перепад высот 120",синяя,,447/2,29.12.2020,440000372,29.12.2020,28.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000371,"Трасса № 2 «Ски-кросс, сноуборд-кросс» Горнолыжного курорта «Красное Озеро»","Трасса № 2 «Ски-кросс, сноуборд-кросс»",Закрытое акционерное общество «ТВЭЛ-Курорт»,Ленинградская область,4712016015,1024701648542,"188753, Ленинградская область, Приозерский район, дер. Васильево, горнолыжный курорт «Красное озеро», здание АБК, лит. А",+7(812)441-29-42,admin@krasnoeozero.ru,750 м,"ширина от 20 до 30 м, перепад высот 120",красная,,447/1,29.12.2020,440000371,29.12.2020,28.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000369,Горнолыжный склон  Спортивного комплекса «Воробьёвы Горы» ООО «Московские канатные дороги»,Горнолыжный склон  Спортивного комплекса «Воробьёвы Горы»,Общество с ограниченной ответственностью «Московские канатные дороги»,Москва,7704314052,1157746363246,"г. Москва, ул. Косыгина, 28",8 995 656 79 83,school@srkvg.ru,230 м,перепад высот 51 м,красная,,118,27.12.2020,55/1/128-2020,28.12.2020,28.12.2023,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000370,Трасса № 1 «Кулуар/Учебная»» Горнолыжного курорта «Красное Озеро»,Трасса № 1 «Кулуар/Учебная»»,Закрытое акционерное общество «ТВЭЛ-Курорт»,Ленинградская область,4712016015,1024701648542,"188753, Ленинградская область, Приозерский район, дер. Васильево, горнолыжный курорт «Красное озеро», здание АБК, лит. А",+7(812)441-29-42,admin@krasnoeozero.ru,1050 м,"ширина от 20 до 50 м, перепад высот 110",зеленая,,447-р,29.12.2020,440000370,29.12.2020,28.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000368,"Горнолыжная трасса «Западная» в составе туристических маршрутов («Баунти», «Косая», «Объездная») Байкальского горнолыжного курорта «Гора Соболиная»",Горнолыжная трасса «Западная»,ООО «Байкальский горнолыжный курорт «Гора Соболиная»,Иркутская область,3837002418,1033802720500,"665932, Иркутская область, Слюдянский р-н, г. Байкальск, мкр. Красный ключ, 90",83954233418,referent@baikalski.net,1980 м,"Ширина трассы от 50 до 60 м, перепад высот 470 м",красная,,425-р,25.12.2020,440000368,25.12.2020,24.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000367,Трасса «Пологая» Байкальского горнолыжного курорта «Гора Соболиная»,Трасса «Пологая»,ООО «Байкальский горнолыжный курорт «Гора Соболиная»,Иркутская область,3837002418,1033802720500,"665932, Иркутская область, Слюдянский р-н, г. Байкальск, мкр. Красный ключ, 90",83954233418,referent@baikalski.net,1190 м,"Ширина трассы от 50 до 60 м, перепад высот 470 м",синяя,,424-р,25.12.2020,440000367,25.12.2020,24.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000366,Трасса № 8 (Учебная) АУ УР «СК «Чекерил»,Трасса № 8 (Учебная) АУ УР «СК «Чекерил»,АУ УР «СК «Чекерил»,Удмуртская Республика,1841003499,1091841002956,"427010, УР, Завьяловский р-н,д. Шудья",8 (3412)930480,chekeril@mail.ru,200 м,"Ширина трассы от 15 до 40 м, перепад высот 40 м",зеленая,,377-р,14.12.2020,440000366,15.12.2020,14.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000365,Трасса № 7 АУ УР «СК «Чекерил»,Трасса № 7 АУ УР «СК «Чекерил»,АУ УР «СК «Чекерил»,Удмуртская Республика,1841003499,1091841002956,"427010, УР, Завьяловский р-н,д. Шудья",8 (3412)930480,chekeril@mail.ru,760 м,"Ширина трассы от 30 до 40 м, перепад высот 94 м",синяя,,376-р,14.12.2020,440000365,15.12.2020,14.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000364,Трасса № 6 АУ УР «СК «Чекерил»,Трасса № 6 АУ УР «СК «Чекерил»,АУ УР «СК «Чекерил»,Удмуртская Республика,1841003499,1091841002956,"427010, УР, Завьяловский р-н,д. Шудья",8 (3412)930480,chekeril@mail.ru,630 м,"Ширина трассы от 30 до 40 м, перепад высот 94 м",синяя,,375-р,14.12.2020,440000364,15.12.2020,14.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000363,Трасса № 5 АУ УР «СК «Чекерил»,Трасса № 5 АУ УР «СК «Чекерил»,АУ УР «СК «Чекерил»,Удмуртская Республика,1841003499,1091841002956,"427010, УР, Завьяловский р-н,д. Шудья",8 (3412)930480,chekeril@mail.ru,710 м,"Ширина трассы от 30 до 40 м, перепад высот 106 м",красная,,374-р,14.12.2020,440000363,15.12.2020,14.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000362,Трасса № 4 АУ УР «СК «Чекерил»,Трасса № 4 АУ УР «СК «Чекерил»,АУ УР «СК «Чекерил»,Удмуртская Республика,1841003499,1091841002956,"427010, УР, Завьяловский р-н,д. Шудья",8 (3412)930480,chekeril@mail.ru,750 м,"Ширина трассы от 30 до 40 м, перепад высот 106 м",красная,,373-р,14.12.2020,440000362,15.12.2020,14.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000361,Трасса № 3 АУ УР «СК «Чекерил»,Трасса № 3 АУ УР «СК «Чекерил»,АУ УР «СК «Чекерил»,Удмуртская Республика,1841003499,1091841002956,"427010, УР, Завьяловский р-н,д. Шудья",8 (3412)930480,chekeril@mail.ru,810 м,"Ширина трассы от 30 до 40 м, перепад высот 106 м",красная,,372-р,14.12.2020,440000361,15.12.2020,14.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000359,Трасса № 1 АУ УР «СК «Чекерил»,Трасса № 1 АУ УР «СК «Чекерил»,АУ УР «СК «Чекерил»,Удмуртская Республика,1841003499,1091841002956,"427010, УР, Завьяловский р-н,д. Шудья",8 (3412)930480,chekeril@mail.ru,1100 м,"Ширина трассы от 20 до 50 м, перепад высот 106 м",зеленая,,370-р,14.12.2020,440000359,15.12.2020,14.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000360,Трасса № 2 АУ УР «СК «Чекерил»,Трасса № 2 АУ УР «СК «Чекерил»,АУ УР «СК «Чекерил»,Удмуртская Республика,1841003499,1091841002956,"427010, УР, Завьяловский р-н,д. Шудья",8 (3412)930480,chekeril@mail.ru,650 м,"Ширина трассы от 20 до 30 м, перепад высот 106 м",зеленая,,371-р,14.12.2020,440000360,15.12.2020,14.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000358,Трасса №7 Горнолыжного центра «Золотая Долина»,Трасса №7 Горнолыжного центра «Золотая Долина»,Акционерное общество «Золотая Долина»,Ленинградская область,4712000632,1024701646650,"Ленинградская область, Приозерский р-он, территория горнолыжного центра «Золотая Долина»",+7(812) 7779050,info@zoldol.ru,50 м,"Ширина трассы 15 м, Перепад высот 10 м",зеленая,,350-р,07.12.2020,440000358,07.12.2020,06.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000357,Трасса №6 Горнолыжного центра «Золотая Долина»,Трасса №6 Горнолыжного центра «Золотая Долина»,Акционерное общество «Золотая Долина»,Ленинградская область,4712000632,1024701646650,"Ленинградская область, Приозерский р-он, территория горнолыжного центра «Золотая Долина»",+7(812) 7779050,info@zoldol.ru,50 м,"Ширина трассы 15 м, Перепад высот\t10 м",зеленая,,349-р,07.12.2020,440000357,07.12.2020,06.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000356,Трасса №5 Горнолыжного центра «Золотая Долина»,Трасса №5 Горнолыжного центра «Золотая Долина»,Акционерное общество «Золотая Долина»,Ленинградская область,4712000632,1024701646650,"Ленинградская область, Приозерский р-он, территория горнолыжного центра «Золотая Долина»",+7(812) 7779050,info@zoldol.ru,575 м,"Ширина трассы от 35 до 53 м, Перепад высот 130м",синяя,,348-р,07.12.2020,440000356,07.12.2020,06.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000355,Трасса №4 Горнолыжного центра «Золотая Долина»,Трасса №4 Горнолыжного центра «Золотая Долина»,Акционерное общество «Золотая Долина»,Ленинградская область,4712000632,1024701646650,"Ленинградская область, Приозерский р-он, территория горнолыжного центра «Золотая Долина»",+7(812) 7779050,info@zoldol.ru,410 м,"Ширина трассы от 35 до 47 м, Перепад высот 130м",черная,,347-р,07.12.2020,440000355,07.12.2020,06.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000354,Трасса №3 Горнолыжного центра «Золотая Долина»,Трасса №3 Горнолыжного центра «Золотая Долина»,Акционерное общество «Золотая Долина»,Ленинградская область,4712000632,1024701646650,"Ленинградская область, Приозерский р-он, территория горнолыжного центра «Золотая Долина»",+7(812) 7779050,info@zoldol.ru,470 м,"Ширина трассы от 40 до 60 м, перепад высот 130м",черная,,346-р,07.12.2020,440000354,07.12.2020,06.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000353,Трасса №2 Горнолыжного центра «Золотая Долина»,Трасса №2 Горнолыжного центра «Золотая Долина»,Акционерное общество «Золотая Долина»,Ленинградская область,4712000632,1024701646650,"Ленинградская область, Приозерский р-он, территория горнолыжного центра «Золотая Долина»",+7(812) 7779050,info@zoldol.ru,440 м,"Ширина трассы от 40 до 55 м, Перепад высот 130м",красная,,345-р,07.12.2020,440000353,07.12.2020,06.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000352,Трасса №1 Горнолыжного центра «Золотая Долина» Акционерное общество «Золотая Долина»,Трасса №1 Горнолыжного центра «Золотая Долина»,Акционерное общество «Золотая Долина»,Ленинградская область,4712000632,1024701646650,"Ленинградская область, Приозерский р-он, территория горнолыжного центра «Золотая Долина»",+7(812) 7779050,info@zoldol.ru,420,"Ширина трассы От 30 до 50 м, Перепад высот 130м",красная,,344-р,07.12.2020,440000352,07.12.2020,06.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000351,Трасса № 2 «Тетрапома» горнолыжного комплекса «Лопарьстан» Автономная некоммерческая организация «Спортивный комплекс «Гольфстрим»,Трасса № 2 «Тетрапома»,Автономная некоммерческая организация «Спортивный комплекс «Гольфстрим»,Мурманская область,5107910996,1075100000590,"184056, Мурманская обл., г. Мончегорск, гора Нюдуайвенч, горнолыжный комплекс «Лопарьстан»","(8-815-36) 7-42-78, (8-815-36) 7-30-99",dvoretssporta@kolagmk.ru,870 м,"Ширина трассы 60 м, перепад высот 186 м",синяя,,318-р,30.11.2020,440000351,30.11.2020,29.11.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000350,Трасса № 1 «Самара» горнолыжного комплекса «Лопарьстан» Автономная некоммерческая организация «Спортивный комплекс «Гольфстрим»,Трасса № 1 «Самара»,Автономная некоммерческая организация «Спортивный комплекс «Гольфстрим»,Мурманская область,5107910996,1075100000590,"184056, Мурманская обл., г. Мончегорск, гора Нюдуайвенч, горнолыжный комплекс «Лопарьстан»","(8-815-36) 7-42-78, (8-815-36) 7-30-99",dvoretssporta@kolagmk.ru,900 м,"Ширина трассы 60 м, перепад высот 186 м",синяя,,317-р,30.11.2020,,30.11.2020,29.11.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000349,Трасса № 2 ГК «Гора Крестовая» Общество с ограниченной ответственностью «Склон»,Трасса № 2,Общество с ограниченной ответственностью «Склон»,Мурманская область,5102044503,1075102000533,"184056, Мурманская обл., в 2х километрах от города Кандалакша",89217253300,telman40@mail.ru,1000,"Ширина трассы от 40 до 45 м, перепад высот 180 м",синяя,,316-р,30.11.2020,440000349,30.11.2020,29.11.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000348,Трасса № 1 ГК «Гора Крестовая» Общество с ограниченной ответственностью «Склон»,Трасса № 1,Общество с ограниченной ответственностью «Склон»,Мурманская область,5102044503,1075102000533,"184056, Мурманская обл., в 2х километрах от города Кандалакша",89217253300,telman40@mail.ru,1000,"Ширина трассы от 40 до 45 м, перепад высот 180 м",красная,,315-р,30.11.2020,440000348,30.11.2020,29.11.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000313,"Горнолыжный комплекс СТК ""Горная карусель"", Непубличное акционерное общество «Красная поляна»","ГК СТК ""Горная карусель"", НАО «Красная поляна»",Непубличное акционерное общество «Красная поляна»,Краснодарский край,2320102816,1022302937062,"Краснодарский край, г.Сочи, Адлерский р-н, с.Эсто-Садок, Северный склон хребта Аибга, СТК «Горная карусель»",(862) 243-91-10,info@kpresort.ru,518 м,Перепад высот: 207 м,красная,,Р-14-2020,28.10.2020,АА-70/14-2020,01.11.2020,31.10.2023,"Федеральное государственное бюджетное образовательное учреждение высшего образования  ""Российский государственный университет туризма и сервиса"""
440000312,Горнолыжная трасса «Арбор»  горнолыжного курорта «Роза Хутор»,Горнолыжная трасса «Арбор»,Общество с ограниченной ответственностью «Обер Хутор»,Краснодарский край,7734347200,1157746104614,"Краснодарский край, г. Сочи, Адлерский район, с. Эстосадок, пл. Роза, д. 1",8 (8622) 419-222,info@oberkhutor.com,1910 м,перепад высот 365 м,красная,,105,07.10.2020,55/1/117-2020,09.10.2020,09.10.2023,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000311,Горнолыжная трасса «Адонис»  горнолыжного курорта «Роза Хутор»,Горнолыжная трасса «Адонис»,Общество с ограниченной ответственностью «Обер Хутор»,Краснодарский край,7734347200,1157746104614,"Краснодарский край, г. Сочи, Адлерский район, с. Эстосадок, пл. Роза, д. 1",8 (8622) 419-222,info@oberkhutor.com,660 м,перепад высот 170 м,красная,,104,07.10.2020,55/1/116-2020,09.10.2020,09.10.2023,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000310,Горнолыжная трасса «Ореада»  горнолыжного курорта «Роза Хутор»,Горнолыжная трасса «Ореада»,Общество с ограниченной ответственностью «Обер Хутор»,Краснодарский край,7734347200,1157746104614,"Краснодарский край, г. Сочи, Адлерский район, с. Эстосадок, пл. Роза, д. 1",8 (8622) 419-222,info@oberkhutor.com,940 м,перепад высот 235 м,красная,,103,07.10.2020,55/1/115-2020,09.10.2020,09.10.2023,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000307,Горнолыжная трасса «Наяда»  горнолыжного курорта «Роза Хутор»,Горнолыжная трасса «Наяда»,"Общество с ограниченной ответственностью ""Компания по девелопменту горнолыжного курорта ""Роза Хутор""",Краснодарский край,7734347200,1157746104614,"Краснодарский край, г. Сочи, Адлерский район, с. Эстосадок, пл. Роза, д. 1",8 (8622) 419-222,info@oberkhutor.com,850 м,перепад высот 320 м,черная,,101,07.10.2020,55/1/113-2020,09.10.2020,09.10.2023,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000306,Горнолыжная трасса «Эхо»  горнолыжного курорта «Роза Хутор»,Горнолыжная трасса «Эхо»,"Общество с ограниченной ответственностью ""Компания по девелопменту горнолыжного курорта ""Роза Хутор""",Краснодарский край,7734347200,1157746104614,"Краснодарский край, г. Сочи, Адлерский район, с. Эстосадок, пл. Роза, д. 1",8 (8622) 419-222,info@oberkhutor.com,755 м,перепад высот 165 м,красная,,100,07.10.2020,55/1/112-2020,09.10.2020,09.10.2023,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000305,Горнолыжная трасса «Панорама»  горнолыжного курорта «Роза Хутор»,Горнолыжная трасса «Панорама»,Общество с ограниченной ответственностью «Обер Хутор»,Краснодарский край,7734347200,1157746104614,"Краснодарский край, г. Сочи, Адлерский район, с. Эстосадок, пл. Роза, д. 1",8 (8622) 419-222,info@oberkhutor.com,5355 м,перепад высот 645 м,синяя,,99,07.10.2020,55/1/111-2020,09.10.2020,09.10.2023,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000308,Горнолыжная трасса «Примула»  горнолыжного курорта «Роза Хутор»,Горнолыжная трасса «Примула»,Общество с ограниченной ответственностью «Обер Хутор»,Краснодарский край,7734347200,1157746104614,"Краснодарский край, г. Сочи, Адлерский район, с. Эстосадок, пл. Роза, д. 1",8 (8622) 419-222,info@oberkhutor.com,3255 м,перепад высот 730 м,красная,,102,07.10.2020,55/1/114-2020,09.10.2020,09.10.2023,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000304,Горнолыжная трасса «Явор-2»  горнолыжного курорта «Роза Хутор»,Горнолыжная трасса «Явор-2»,Общество с ограниченной ответственностью «Обер Хутор»,Краснодарский край,7734347200,1157746104614,"Краснодарский край, г. Сочи, Адлерский район, с. Эстосадок, пл. Роза, д. 1",8 (8622) 419-222,info@oberkhutor.com,3250 м,перепад высот 350 м,зеленая,,98,07.10.2020,55/1/110-2020,09.10.2020,09.10.2023,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000303,Горнолыжная трасса «Явор»  горнолыжного курорта «Роза Хутор»,Горнолыжная трасса «Явор»,Общество с ограниченной ответственностью «Обер Хутор»,Краснодарский край,7734347200,1157746104614,"Краснодарский край, г. Сочи, Адлерский район, с. Эстосадок, пл. Роза, д. 1",8 (8622) 419-222,info@oberkhutor.com,6200 м,перепад 850 м,зеленая,,97,07.10.2020,55/1/109-2020,09.10.2020,09.10.2023,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000302,"Горнолыжная трасса ""Б-52""  горнолыжного курорта «Роза Хутор»","Горнолыжная трасса ""Б-52""","Общество с ограниченной ответственностью ""Компания по девелопменту горнолыжного курорта ""Роза Хутор""",Краснодарский край,7702347870,1037702012952,"Краснодарский край, г. Сочи, Адлерский район, с. Эстосадок, ул. Олимпийская, 35",8 (8622) 419-222,info@rosakhutor.com,3865 м,перепад высот 430 м,зеленая,,96,06.10.2020,55/1/108-2020,09.10.2020,09.10.2023,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000301,"Горнолыжная трасса  ""Женский Олимпийский Спуск""  горнолыжного курорта «Роза Хутор»","Горнолыжная трасса  ""Женский Олимпийский Спуск""","Общество с ограниченной ответственностью ""Компания по девелопменту горнолыжного курорта ""Роза Хутор""",Краснодарский край,7702347870,1037702012952,"Краснодарский край, г. Сочи, Адлерский район, с. Эстосадок, ул. Олимпийская, 35",8 (8622) 419-222,info@rosakhutor.com,2900 м,перепад 790 м,черная,,95,06.10.2020,55/1/107-2020,09.10.2020,09.10.2023,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000300,"Горнолыжная трасса ""Змейка""  горнолыжного курорта «Роза Хутор»","Горнолыжная трасса ""Змейка""","Общество с ограниченной ответственностью ""Компания по девелопменту горнолыжного курорта ""Роза Хутор""",Краснодарский край,7702347870,1037702012952,"Краснодарский край, г. Сочи, Адлерский район, с. Эстосадок, ул. Олимпийская, 35",8 (8622) 419-222,info@rosakhutor.com,1620 м,перепад высот 260 м,синяя,,94,06.10.2020,55/1/106-2020,09.10.2020,09.10.2023,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000299,"Горнолыжная трасса ""Каскад""  горнолыжного курорта «Роза Хутор»","Горнолыжная трасса ""Каскад""","Общество с ограниченной ответственностью ""Компания по девелопменту горнолыжного курорта ""Роза Хутор""",Краснодарский край,7702347870,1037702012952,"Краснодарский край, г. Сочи, Адлерский район, с. Эстосадок, ул. Олимпийская, 35",8 (8622) 419-222,info@rosakhutor.com,4400 м,перепад высот 1145 м,красная,,93,06.10.2020,55/1/105-2020,09.10.2020,09.10.2023,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000298,"Горнолыжная трасса ""Шале""  горнолыжного курорта «Роза Хутор»","Горнолыжная трасса ""Шале""","Общество с ограниченной ответственностью ""Компания по девелопменту горнолыжного курорта ""Роза Хутор""",Краснодарский край,7702347870,1037702012952,"Краснодарский край, г. Сочи, Адлерский район, с. Эстосадок, ул. Олимпийская, 35",8 (8622) 419-222,info@rosakhutor.com,1010 м,перепад высот 130 м,зеленая,,92,06.10.2020,55/1/104-2020,09.10.2020,09.10.2023,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000297,"Горнолыжная трасса ""Альпика""  горнолыжного курорта «Роза Хутор»","Горнолыжная трасса ""Альпика""","Общество с ограниченной ответственностью ""Компания по девелопменту горнолыжного курорта ""Роза Хутор""",Краснодарский край,7702347870,1037702012952,"Краснодарский край, г. Сочи, Адлерский район, с. Эстосадок, ул. Олимпийская, 35",8 (8622) 419-222,info@rosakhutor.com,2500 м,перепад высот 145 м,красная,,91,06.10.2020,55/1/103-2020,09.10.2020,09.10.2023,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000296,"Горнолыжная трасса ""Сноупарк – линия L""  горнолыжного курорта «Роза Хутор»","Горнолыжная трасса ""Сноупарк – линия L""","Общество с ограниченной ответственностью ""Компания по девелопменту горнолыжного курорта ""Роза Хутор""",Краснодарский край,7702347870,1037702012952,"Краснодарский край, г. Сочи, Адлерский район, с. Эстосадок, ул. Олимпийская, 35",8 (8622) 419-222,info@rosakhutor.com,300 м,перепад высот 80 м,красная,,90,06.10.2020,55/1/102-2020,09.10.2020,09.10.2023,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
